memset = .init:0x80003100; // type:function size:0x30 scope:global
fn_80033144 = .text:0x80033144; // type:function size:0xC8
fn_8003320C = .text:0x8003320C; // type:function size:0x274
fn_80033480 = .text:0x80033480; // type:function size:0x48
fn_800334C8 = .text:0x800334C8; // type:function size:0x194
fn_8003365C = .text:0x8003365C; // type:function size:0x8
fn_80033664 = .text:0x80033664; // type:function size:0x198
fn_800337FC = .text:0x800337FC; // type:function size:0x54
GXInitTexCacheRegion = .text:0x80033850; // type:function size:0x120 scope:global
GXInitTlutRegion = .text:0x80033970; // type:function size:0x48 scope:global
fn_800339B8 = .text:0x800339B8; // type:function size:0x48
fn_80033A00 = .text:0x80033A00; // type:function size:0x14
fn_80033A14 = .text:0x80033A14; // type:function size:0x14
fn_80033A28 = .text:0x80033A28; // type:function size:0xB8
fn_80033AE0 = .text:0x80033AE0; // type:function size:0x17C
__GXSetTmemConfig = .text:0x80033C5C; // type:function size:0x240 scope:global
fn_80033E9C = .text:0x80033E9C; // type:function size:0x9C
fn_80033F38 = .text:0x80033F38; // type:function size:0x160
fn_80034098 = .text:0x80034098; // type:function size:0x17C
fn_80034214 = .text:0x80034214; // type:function size:0x114
fn_80034328 = .text:0x80034328; // type:function size:0x28
fn_80034350 = .text:0x80034350; // type:function size:0x48
fn_80034398 = .text:0x80034398; // type:function size:0x64
fn_800343FC = .text:0x800343FC; // type:function size:0xCC
__GXFlushTextureState = .text:0x800344C8; // type:function size:0x24 scope:global
fn_800344EC = .text:0x800344EC; // type:function size:0x8C
fn_80034578 = .text:0x80034578; // type:function size:0x44
fn_800345BC = .text:0x800345BC; // type:function size:0x44
fn_80034600 = .text:0x80034600; // type:function size:0x68
fn_80034668 = .text:0x80034668; // type:function size:0x68
fn_800346D0 = .text:0x800346D0; // type:function size:0x6C
fn_8003473C = .text:0x8003473C; // type:function size:0x6C
fn_800347A8 = .text:0x800347A8; // type:function size:0x54
fn_800347FC = .text:0x800347FC; // type:function size:0x98
fn_80034894 = .text:0x80034894; // type:function size:0x54
fn_800348E8 = .text:0x800348E8; // type:function size:0x84
fn_8003496C = .text:0x8003496C; // type:function size:0x1D8
fn_80034B44 = .text:0x80034B44; // type:function size:0x30
fn_80034B74 = .text:0x80034B74; // type:function size:0x21C
fn_80034D90 = .text:0x80034D90; // type:function size:0x100
fn_80034E90 = .text:0x80034E90; // type:function size:0x54
fn_80034EE4 = .text:0x80034EE4; // type:function size:0x2C
fn_80034F10 = .text:0x80034F10; // type:function size:0x2C
fn_80034F3C = .text:0x80034F3C; // type:function size:0x34
fn_80034F70 = .text:0x80034F70; // type:function size:0x38
fn_80034FA8 = .text:0x80034FA8; // type:function size:0xE8
fn_80035090 = .text:0x80035090; // type:function size:0x2C
fn_800350BC = .text:0x800350BC; // type:function size:0x3C
fn_800350F8 = .text:0x800350F8; // type:function size:0x38
fn_80035130 = .text:0x80035130; // type:function size:0x7C
fn_800351AC = .text:0x800351AC; // type:function size:0x4
fn_800351B0 = .text:0x800351B0; // type:function size:0x174
fn_80035324 = .text:0x80035324; // type:function size:0xB4
fn_800353D8 = .text:0x800353D8; // type:function size:0xC0
fn_80035498 = .text:0x80035498; // type:function size:0x60
fn_800354F8 = .text:0x800354F8; // type:function size:0x50
fn_80035548 = .text:0x80035548; // type:function size:0x50
fn_80035598 = .text:0x80035598; // type:function size:0x38
fn_800355D0 = .text:0x800355D0; // type:function size:0xB4
fn_80035684 = .text:0x80035684; // type:function size:0x104
fn_80035788 = .text:0x80035788; // type:function size:0x24
fn_800357AC = .text:0x800357AC; // type:function size:0x38
fn_800357E4 = .text:0x800357E4; // type:function size:0x90
fn_80035874 = .text:0x80035874; // type:function size:0x40
fn_800358B4 = .text:0x800358B4; // type:function size:0x28
fn_800358DC = .text:0x800358DC; // type:function size:0x84
fn_80035960 = .text:0x80035960; // type:function size:0x848
fn_800361A8 = .text:0x800361A8; // type:function size:0x10
fn_800361B8 = .text:0x800361B8; // type:function size:0xBC
fn_80036274 = .text:0x80036274; // type:function size:0xC8
fn_8003633C = .text:0x8003633C; // type:function size:0x8
fn_80036344 = .text:0x80036344; // type:function size:0xE7C
fn_800371C0 = .text:0x800371C0; // type:function size:0x20
fn_800371E0 = .text:0x800371E0; // type:function size:0x28
fn_80037208 = .text:0x80037208; // type:function size:0x6C
fn_80037274 = .text:0x80037274; // type:function size:0x107C
fn_800382F0 = .text:0x800382F0; // type:function size:0x2C
fn_8003831C = .text:0x8003831C; // type:function size:0x34
fn_80038350 = .text:0x80038350; // type:function size:0xCC
fn_8003841C = .text:0x8003841C; // type:function size:0xF8
fn_80038514 = .text:0x80038514; // type:function size:0x70
fn_80038584 = .text:0x80038584; // type:function size:0xB0
fn_80038634 = .text:0x80038634; // type:function size:0xB0
fn_800386E4 = .text:0x800386E4; // type:function size:0x70
fn_80038754 = .text:0x80038754; // type:function size:0x34
fn_80038788 = .text:0x80038788; // type:function size:0x28
fn_800387B0 = .text:0x800387B0; // type:function size:0xA4
fn_80038854 = .text:0x80038854; // type:function size:0x18C
fn_800389E0 = .text:0x800389E0; // type:function size:0xCC
fn_80038AAC = .text:0x80038AAC; // type:function size:0x54
fn_80038B00 = .text:0x80038B00; // type:function size:0x54
fn_80038B54 = .text:0x80038B54; // type:function size:0xD0
fn_80038C24 = .text:0x80038C24; // type:function size:0x98
fn_80038CBC = .text:0x80038CBC; // type:function size:0x44
fn_80038D00 = .text:0x80038D00; // type:function size:0x3C
fn_80038D3C = .text:0x80038D3C; // type:function size:0x54
Hu_IsStub = .text:0x80038D90; // type:function size:0x8 scope:weak
__OSFPRInit = .text:0x80038D98; // type:function size:0x128 scope:global
fn_80038EC0 = .text:0x80038EC0; // type:function size:0x28
ClearArena = .text:0x80038EE8; // type:function size:0x128 scope:local
InquiryCallback = .text:0x80039010; // type:function size:0x3C scope:local
OSInit = .text:0x8003904C; // type:function size:0x3D8 scope:global
OSExceptionInit = .text:0x80039424; // type:function size:0x280 scope:local
__OSDBINTSTART = .text:0x800396A4; // type:label scope:global
__OSDBIntegrator = .text:0x800396A4; // type:function size:0x24 scope:local
__OSDBINTEND = .text:0x800396C8; // type:label scope:global
fn_800396C8 = .text:0x800396C8; // type:function size:0x4
__OSDBJUMPEND = .text:0x800396CC; // type:label scope:global
__OSSetExceptionHandler = .text:0x800396CC; // type:function size:0x1C scope:global
__OSGetExceptionHandler = .text:0x800396E8; // type:function size:0x14 scope:global
__OSEVStart = .text:0x800396FC; // type:label scope:global
OSExceptionVector = .text:0x800396FC; // type:function size:0x9C scope:local
__DBVECTOR = .text:0x80039754; // type:label scope:global data:4byte
__OSEVSetNumber = .text:0x80039764; // type:label scope:global data:4byte
__OSEVEnd = .text:0x80039794; // type:label scope:global
OSDefaultExceptionHandler = .text:0x80039798; // type:function size:0x58 scope:global
__OSPSInit = .text:0x800397F0; // type:function size:0x54 scope:global
fn_80039844 = .text:0x80039844; // type:function size:0x14
OSRegisterVersion = .text:0x80039858; // type:function size:0x2C scope:global
OSInitAlarm = .text:0x80039884; // type:function size:0x4C scope:global
OSCreateAlarm = .text:0x800398D0; // type:function size:0x10 scope:global
InsertAlarm = .text:0x800398E0; // type:function size:0x250 scope:local
OSSetAlarm = .text:0x80039B30; // type:function size:0x68 scope:global
fn_80039B98 = .text:0x80039B98; // type:function size:0x11C
DecrementerExceptionCallback = .text:0x80039CB4; // type:function size:0x230 scope:local
DecrementerExceptionHandler = .text:0x80039EE4; // type:function size:0x50 scope:local
fn_80039F34 = .text:0x80039F34; // type:function size:0xAC
fn_80039FE0 = .text:0x80039FE0; // type:function size:0xFC
fn_8003A0DC = .text:0x8003A0DC; // type:function size:0x7C
fn_8003A158 = .text:0x8003A158; // type:function size:0x10
fn_8003A168 = .text:0x8003A168; // type:function size:0x70
fn_8003A1D8 = .text:0x8003A1D8; // type:function size:0x6C
OSGetArenaHi = .text:0x8003A244; // type:function size:0x8 scope:global
OSGetArenaLo = .text:0x8003A24C; // type:function size:0x8 scope:global
OSSetArenaHi = .text:0x8003A254; // type:function size:0x8 scope:global
OSSetArenaLo = .text:0x8003A25C; // type:function size:0x8 scope:global
fn_8003A264 = .text:0x8003A264; // type:function size:0x2C
fn_8003A290 = .text:0x8003A290; // type:function size:0x20
__OSInitAudioSystem = .text:0x8003A2B0; // type:function size:0x1BC scope:global
__OSStopAudioSystem = .text:0x8003A46C; // type:function size:0xD8 scope:global
DCEnable = .text:0x8003A544; // type:function size:0x14 scope:global
DCInvalidateRange = .text:0x8003A558; // type:function size:0x2C scope:global
DCFlushRange = .text:0x8003A584; // type:function size:0x30 scope:global
fn_8003A5B4 = .text:0x8003A5B4; // type:function size:0x30
DCFlushRangeNoSync = .text:0x8003A5E4; // type:function size:0x2C scope:global
ICInvalidateRange = .text:0x8003A610; // type:function size:0x34 scope:global
ICFlashInvalidate = .text:0x8003A644; // type:function size:0x10 scope:global
ICEnable = .text:0x8003A654; // type:function size:0x14 scope:global
fn_8003A668 = .text:0x8003A668; // type:function size:0xCC
fn_8003A734 = .text:0x8003A734; // type:function size:0x38
LCDisable = .text:0x8003A76C; // type:function size:0x28 scope:global
L2GlobalInvalidate = .text:0x8003A794; // type:function size:0x98 scope:global
DMAErrorHandler = .text:0x8003A82C; // type:function size:0x160 scope:global
__OSCacheInit = .text:0x8003A98C; // type:function size:0xF4 scope:global
__OSLoadFPUContext = .text:0x8003AA80; // type:function size:0x124 scope:local
__OSSaveFPUContext = .text:0x8003ABA4; // type:function size:0x128 scope:local
OSSaveFPUContext = .text:0x8003ACCC; // type:function size:0x8 scope:global
OSSetCurrentContext = .text:0x8003ACD4; // type:function size:0x5C scope:global
fn_8003AD30 = .text:0x8003AD30; // type:function size:0xC
fn_8003AD3C = .text:0x8003AD3C; // type:function size:0x80
OSLoadContext = .text:0x8003ADBC; // type:function size:0xD8 scope:global
fn_8003AE94 = .text:0x8003AE94; // type:function size:0x8
OSClearContext = .text:0x8003AE9C; // type:function size:0x24 scope:global
fn_8003AEC0 = .text:0x8003AEC0; // type:function size:0xBC
OSDumpContext = .text:0x8003AF7C; // type:function size:0x2A8 scope:global
OSSwitchFPUContext = .text:0x8003B224; // type:function size:0x84 scope:local
__OSContextInit = .text:0x8003B2A8; // type:function size:0x48 scope:global
OSReport = .text:0x8003B2F0; // type:function size:0x80 scope:global
fn_8003B370 = .text:0x8003B370; // type:function size:0x12C
OSSetErrorHandler = .text:0x8003B49C; // type:function size:0x218 scope:global
__OSUnhandledException = .text:0x8003B6B4; // type:function size:0x2E8 scope:global
fn_8003B99C = .text:0x8003B99C; // type:function size:0x19C
fn_8003BB38 = .text:0x8003BB38; // type:function size:0x174
fn_8003BCAC = .text:0x8003BCAC; // type:function size:0x58
fn_8003BD04 = .text:0x8003BD04; // type:function size:0x8C
fn_8003BD90 = .text:0x8003BD90; // type:function size:0x334
fn_8003C0C4 = .text:0x8003C0C4; // type:function size:0x3B0
fn_8003C474 = .text:0x8003C474; // type:function size:0xE0
fn_8003C554 = .text:0x8003C554; // type:function size:0x1A8
OSDisableInterrupts = .text:0x8003C6FC; // type:function size:0x14 scope:global
OSEnableInterrupts = .text:0x8003C710; // type:function size:0x14 scope:global
OSRestoreInterrupts = .text:0x8003C724; // type:function size:0x24 scope:global
__OSSetInterruptHandler = .text:0x8003C748; // type:function size:0x1C scope:global
fn_8003C764 = .text:0x8003C764; // type:function size:0x14
__OSInterruptInit = .text:0x8003C778; // type:function size:0x74 scope:global
fn_8003C7EC = .text:0x8003C7EC; // type:function size:0x2D8
__OSMaskInterrupts = .text:0x8003CAC4; // type:function size:0x88 scope:global
__OSUnmaskInterrupts = .text:0x8003CB4C; // type:function size:0x88 scope:global
fn_8003CBD4 = .text:0x8003CBD4; // type:function size:0x344
ExternalInterruptHandler = .text:0x8003CF18; // type:function size:0x50 scope:local
fn_8003CF68 = .text:0x8003CF68; // type:function size:0x4
fn_8003CF6C = .text:0x8003CF6C; // type:function size:0x4
fn_8003CF70 = .text:0x8003CF70; // type:function size:0xC
fn_8003CF7C = .text:0x8003CF7C; // type:function size:0x2BC
fn_8003D238 = .text:0x8003D238; // type:function size:0x2E0
fn_8003D518 = .text:0x8003D518; // type:function size:0x24
fn_8003D53C = .text:0x8003D53C; // type:function size:0x3C
fn_8003D578 = .text:0x8003D578; // type:function size:0x238
fn_8003D7B0 = .text:0x8003D7B0; // type:function size:0x1D4
__OSModuleInit = .text:0x8003D984; // type:function size:0x18 scope:global
fn_8003D99C = .text:0x8003D99C; // type:function size:0x3C
MEMIntrruptHandler = .text:0x8003D9D8; // type:function size:0x6C scope:local
Config24MB = .text:0x8003DA44; // type:function size:0x80 scope:local
Config48MB = .text:0x8003DAC4; // type:function size:0x80 scope:local
RealMode = .text:0x8003DB44; // type:function size:0x18 scope:local
__OSInitMemoryProtection = .text:0x8003DB5C; // type:function size:0x118 scope:global
fn_8003DC74 = .text:0x8003DC74; // type:function size:0x70
fn_8003DCE4 = .text:0x8003DCE4; // type:function size:0x10
fn_8003DCF4 = .text:0x8003DCF4; // type:function size:0xC
__OSReboot = .text:0x8003DD00; // type:function size:0x340 scope:global
OSRegisterResetFunction = .text:0x8003E040; // type:function size:0x84 scope:global
Reset = .text:0x8003E0C4; // type:function size:0x70 scope:local
fn_8003E134 = .text:0x8003E134; // type:function size:0x48
OSResetSystem = .text:0x8003E17C; // type:function size:0x288 scope:global
OSGetResetCode = .text:0x8003E404; // type:function size:0x30 scope:global
__OSResetSWInterruptHandler = .text:0x8003E434; // type:function size:0xF4 scope:global
fn_8003E528 = .text:0x8003E528; // type:function size:0x298
fn_8003E7C0 = .text:0x8003E7C0; // type:function size:0x60
fn_8003E820 = .text:0x8003E820; // type:function size:0x118
__OSInitSram = .text:0x8003E938; // type:function size:0x134 scope:global
__OSLockSram = .text:0x8003EA6C; // type:function size:0x5C scope:global
__OSLockSramEx = .text:0x8003EAC8; // type:function size:0x5C scope:global
fn_8003EB24 = .text:0x8003EB24; // type:function size:0x308
__OSUnlockSram = .text:0x8003EE2C; // type:function size:0x24 scope:global
__OSUnlockSramEx = .text:0x8003EE50; // type:function size:0x24 scope:global
__OSSyncSram = .text:0x8003EE74; // type:function size:0x10 scope:global
fn_8003EE84 = .text:0x8003EE84; // type:function size:0x124
fn_8003EFA8 = .text:0x8003EFA8; // type:function size:0x80
fn_8003F028 = .text:0x8003F028; // type:function size:0xA4
fn_8003F0CC = .text:0x8003F0CC; // type:function size:0x6C
fn_8003F138 = .text:0x8003F138; // type:function size:0x70
fn_8003F1A8 = .text:0x8003F1A8; // type:function size:0xA4
fn_8003F24C = .text:0x8003F24C; // type:function size:0x84
fn_8003F2D0 = .text:0x8003F2D0; // type:function size:0xAC
__OSSystemCallVectorStart = .text:0x8003F37C; // type:label scope:global
fn_8003F37C = .text:0x8003F37C; // type:function size:0x20
__OSSystemCallVectorEnd = .text:0x8003F398; // type:label scope:global
__OSInitSystemCall = .text:0x8003F39C; // type:function size:0x64 scope:global
fn_8003F400 = .text:0x8003F400; // type:function size:0x4
__OSThreadInit = .text:0x8003F404; // type:function size:0x158 scope:global
OSInitThreadQueue = .text:0x8003F55C; // type:function size:0x10 scope:global
fn_8003F56C = .text:0x8003F56C; // type:function size:0xC
OSDisableScheduler = .text:0x8003F578; // type:function size:0x40 scope:global
OSEnableScheduler = .text:0x8003F5B8; // type:function size:0x40 scope:global
fn_8003F5F8 = .text:0x8003F5F8; // type:function size:0x68
fn_8003F660 = .text:0x8003F660; // type:function size:0x3C
fn_8003F69C = .text:0x8003F69C; // type:function size:0x1C0
SelectThread = .text:0x8003F85C; // type:function size:0x228 scope:local
__OSReschedule = .text:0x8003FA84; // type:function size:0x30 scope:global
fn_8003FAB4 = .text:0x8003FAB4; // type:function size:0x1E8
fn_8003FC9C = .text:0x8003FC9C; // type:function size:0xE4
OSCancelThread = .text:0x8003FD80; // type:function size:0x1BC scope:global
fn_8003FF3C = .text:0x8003FF3C; // type:function size:0x288
fn_800401C4 = .text:0x800401C4; // type:function size:0x170
fn_80040334 = .text:0x80040334; // type:function size:0xEC
fn_80040420 = .text:0x80040420; // type:function size:0x104
fn_80040524 = .text:0x80040524; // type:function size:0xC0
fn_800405E4 = .text:0x800405E4; // type:function size:0x8
OSClearStack = .text:0x800405EC; // type:function size:0xAC scope:global
OSGetTime = .text:0x80040698; // type:function size:0x18 scope:global
OSGetTick = .text:0x800406B0; // type:function size:0x8 scope:global
__OSGetSystemTime = .text:0x800406B8; // type:function size:0x64 scope:global
InitMetroTRK_BBA = .text:0x8004071C; // type:function size:0x4 scope:weak
__init_user = .text:0x80040720; // type:function size:0x20 scope:global
__init_cpp = .text:0x80040740; // type:function size:0x54 scope:local
_ExitProcess = .text:0x80040794; // type:function size:0x20 scope:global
fn_800407B4 = .text:0x800407B4; // type:function size:0x1A4
fn_80040958 = .text:0x80040958; // type:function size:0xC4
fn_80040A1C = .text:0x80040A1C; // type:function size:0xC0
fn_80040ADC = .text:0x80040ADC; // type:function size:0xD8
fn_80040BB4 = .text:0x80040BB4; // type:function size:0x32C
fn_80040EE0 = .text:0x80040EE0; // type:function size:0x134
fn_80041014 = .text:0x80041014; // type:function size:0x100
fn_80041114 = .text:0x80041114; // type:function size:0x218
fn_8004132C = .text:0x8004132C; // type:function size:0x3AC
fn_800416D8 = .text:0x800416D8; // type:function size:0xA4
fn_8004177C = .text:0x8004177C; // type:function size:0x60
fn_800417DC = .text:0x800417DC; // type:function size:0x174
fn_80041950 = .text:0x80041950; // type:function size:0x174
fn_80041AC4 = .text:0x80041AC4; // type:function size:0x3F8
fn_80041EBC = .text:0x80041EBC; // type:function size:0x194
fn_80042050 = .text:0x80042050; // type:function size:0x60
fn_800420B0 = .text:0x800420B0; // type:function size:0x54
__PADDisableRecalibration = .text:0x80042104; // type:function size:0x7C scope:global
fn_80042180 = .text:0x80042180; // type:function size:0x20
fn_800421A0 = .text:0x800421A0; // type:function size:0x3C
fn_800421DC = .text:0x800421DC; // type:function size:0x2FC
SIInterruptHandler = .text:0x800424D8; // type:function size:0x344 scope:local
fn_8004281C = .text:0x8004281C; // type:function size:0x98
fn_800428B4 = .text:0x800428B4; // type:function size:0xCC
fn_80042980 = .text:0x80042980; // type:function size:0xF4
SIInit = .text:0x80042A74; // type:function size:0xB4 scope:global
fn_80042B28 = .text:0x80042B28; // type:function size:0x20C
fn_80042D34 = .text:0x80042D34; // type:function size:0x7C
fn_80042DB0 = .text:0x80042DB0; // type:function size:0x14
fn_80042DC4 = .text:0x80042DC4; // type:function size:0x10
SISetXY = .text:0x80042DD4; // type:function size:0x6C scope:global
fn_80042E40 = .text:0x80042E40; // type:function size:0x9C
fn_80042EDC = .text:0x80042EDC; // type:function size:0x6C
fn_80042F48 = .text:0x80042F48; // type:function size:0xD4
fn_8004301C = .text:0x8004301C; // type:function size:0xC4
fn_800430E0 = .text:0x800430E0; // type:function size:0x8C
SITransfer = .text:0x8004316C; // type:function size:0x16C scope:global
GetTypeCallback = .text:0x800432D8; // type:function size:0x298 scope:local
SIGetType = .text:0x80043570; // type:function size:0x1C4 scope:global
fn_80043734 = .text:0x80043734; // type:function size:0x13C
SISetSamplingRate = .text:0x80043870; // type:function size:0xE4 scope:global
fn_80043954 = .text:0x80043954; // type:function size:0x24
fn_80043978 = .text:0x80043978; // type:function size:0x230
fn_80043BA8 = .text:0x80043BA8; // type:function size:0x44
fn_80043BEC = .text:0x80043BEC; // type:function size:0xA0
fn_80043C8C = .text:0x80043C8C; // type:function size:0x200
fn_80043E8C = .text:0x80043E8C; // type:function size:0x4B0
fn_8004433C = .text:0x8004433C; // type:function size:0x54
fn_80044390 = .text:0x80044390; // type:function size:0x2D4
fn_80044664 = .text:0x80044664; // type:function size:0x1A0
fn_80044804 = .text:0x80044804; // type:function size:0x828
fn_8004502C = .text:0x8004502C; // type:function size:0x130
fn_8004515C = .text:0x8004515C; // type:function size:0x6C
fn_800451C8 = .text:0x800451C8; // type:function size:0x7C
fn_80045244 = .text:0x80045244; // type:function size:0x68
fn_800452AC = .text:0x800452AC; // type:function size:0x98
VIGetTvFormat = .text:0x80045344; // type:function size:0x68 scope:global
fn_800453AC = .text:0x800453AC; // type:function size:0x24
fn_800453D0 = .text:0x800453D0; // type:function size:0x3C
fn_8004540C = .text:0x8004540C; // type:function size:0x1C
fn_80045428 = .text:0x80045428; // type:function size:0x1C
fn_80045444 = .text:0x80045444; // type:function size:0x28
fn_8004546C = .text:0x8004546C; // type:function size:0x40
fn_800454AC = .text:0x800454AC; // type:function size:0x78
fn_80045524 = .text:0x80045524; // type:function size:0x24
fn_80045548 = .text:0x80045548; // type:function size:0x20
fn_80045568 = .text:0x80045568; // type:function size:0x68
fn_800455D0 = .text:0x800455D0; // type:function size:0x68
fn_80045638 = .text:0x80045638; // type:function size:0x68
fn_800456A0 = .text:0x800456A0; // type:function size:0x2C
fn_800456CC = .text:0x800456CC; // type:function size:0x30
fn_800456FC = .text:0x800456FC; // type:function size:0x30
fn_8004572C = .text:0x8004572C; // type:function size:0x78
fn_800457A4 = .text:0x800457A4; // type:function size:0x70
fn_80045814 = .text:0x80045814; // type:function size:0xAC
fn_800458C0 = .text:0x800458C0; // type:function size:0xAC
fn_8004596C = .text:0x8004596C; // type:function size:0x5C
fn_800459C8 = .text:0x800459C8; // type:function size:0xE4
fn_80045AAC = .text:0x80045AAC; // type:function size:0x244
fn_80045CF0 = .text:0x80045CF0; // type:function size:0x4C
fn_80045D3C = .text:0x80045D3C; // type:function size:0x2C
fn_80045D68 = .text:0x80045D68; // type:function size:0x78
fn_80045DE0 = .text:0x80045DE0; // type:function size:0x78
fn_80045E58 = .text:0x80045E58; // type:function size:0x78
fn_80045ED0 = .text:0x80045ED0; // type:function size:0x70
fn_80045F40 = .text:0x80045F40; // type:function size:0x60
fn_80045FA0 = .text:0x80045FA0; // type:function size:0xB0
fn_80046050 = .text:0x80046050; // type:function size:0x94
fn_800460E4 = .text:0x800460E4; // type:function size:0xA8
fn_8004618C = .text:0x8004618C; // type:function size:0x160
fn_800462EC = .text:0x800462EC; // type:function size:0x214
fn_80046500 = .text:0x80046500; // type:function size:0x30
fn_80046530 = .text:0x80046530; // type:function size:0x5C
fn_8004658C = .text:0x8004658C; // type:function size:0xE4
fn_80046670 = .text:0x80046670; // type:function size:0x44
fn_800466B4 = .text:0x800466B4; // type:function size:0x3C
fn_800466F0 = .text:0x800466F0; // type:function size:0xC4
fn_800467B4 = .text:0x800467B4; // type:function size:0x18
fn_800467CC = .text:0x800467CC; // type:function size:0x40
fn_8004680C = .text:0x8004680C; // type:function size:0x114
fn_80046920 = .text:0x80046920; // type:function size:0x8
fn_80046928 = .text:0x80046928; // type:function size:0x48
fn_80046970 = .text:0x80046970; // type:function size:0xF4
fn_80046A64 = .text:0x80046A64; // type:function size:0x8C
fn_80046AF0 = .text:0x80046AF0; // type:function size:0x2A0
fn_80046D90 = .text:0x80046D90; // type:function size:0x8
fn_80046D98 = .text:0x80046D98; // type:function size:0x8
fn_80046DA0 = .text:0x80046DA0; // type:function size:0x34
fn_80046DD4 = .text:0x80046DD4; // type:function size:0x4
fn_80046DD8 = .text:0x80046DD8; // type:function size:0x1C
fn_80046DF4 = .text:0x80046DF4; // type:function size:0x138
fn_80046F2C = .text:0x80046F2C; // type:function size:0x2F4
fn_80047220 = .text:0x80047220; // type:function size:0x1BC
fn_800473DC = .text:0x800473DC; // type:function size:0x394
fn_80047770 = .text:0x80047770; // type:function size:0x9C
fn_8004780C = .text:0x8004780C; // type:function size:0x24
fn_80047830 = .text:0x80047830; // type:function size:0x2C
fn_8004785C = .text:0x8004785C; // type:function size:0x34
fn_80047890 = .text:0x80047890; // type:function size:0x28
fn_800478B8 = .text:0x800478B8; // type:function size:0x64
fn_8004791C = .text:0x8004791C; // type:function size:0x28
fn_80047944 = .text:0x80047944; // type:function size:0x30
fn_80047974 = .text:0x80047974; // type:function size:0x54
fn_800479C8 = .text:0x800479C8; // type:function size:0x78
fn_80047A40 = .text:0x80047A40; // type:function size:0x78
fn_80047AB8 = .text:0x80047AB8; // type:function size:0x50
fn_80047B08 = .text:0x80047B08; // type:function size:0x2C
fn_80047B34 = .text:0x80047B34; // type:function size:0x24
fn_80047B58 = .text:0x80047B58; // type:function size:0x78
fn_80047BD0 = .text:0x80047BD0; // type:function size:0x2C
fn_80047BFC = .text:0x80047BFC; // type:function size:0x2C
fn_80047C28 = .text:0x80047C28; // type:function size:0x2C
fn_80047C54 = .text:0x80047C54; // type:function size:0x1C
fn_80047C70 = .text:0x80047C70; // type:function size:0x98
fn_80047D08 = .text:0x80047D08; // type:function size:0x2C
fn_80047D34 = .text:0x80047D34; // type:function size:0x164
fn_80047E98 = .text:0x80047E98; // type:function size:0x1D8
fn_80048070 = .text:0x80048070; // type:function size:0x80
fn_800480F0 = .text:0x800480F0; // type:function size:0x80
fn_80048170 = .text:0x80048170; // type:function size:0x4C
fn_800481BC = .text:0x800481BC; // type:function size:0x24
fn_800481E0 = .text:0x800481E0; // type:function size:0x2C
fn_8004820C = .text:0x8004820C; // type:function size:0x58
fn_80048264 = .text:0x80048264; // type:function size:0x80
fn_800482E4 = .text:0x800482E4; // type:function size:0x3C
fn_80048320 = .text:0x80048320; // type:function size:0x68
fn_80048388 = .text:0x80048388; // type:function size:0x2C
fn_800483B4 = .text:0x800483B4; // type:function size:0x60
fn_80048414 = .text:0x80048414; // type:function size:0x58
fn_8004846C = .text:0x8004846C; // type:function size:0x134
fn_800485A0 = .text:0x800485A0; // type:function size:0x4C
fn_800485EC = .text:0x800485EC; // type:function size:0x28
fn_80048614 = .text:0x80048614; // type:function size:0x60
fn_80048674 = .text:0x80048674; // type:function size:0x60
fn_800486D4 = .text:0x800486D4; // type:function size:0x38
fn_8004870C = .text:0x8004870C; // type:function size:0x110
fn_8004881C = .text:0x8004881C; // type:function size:0x5C
fn_80048878 = .text:0x80048878; // type:function size:0x34
fn_800488AC = .text:0x800488AC; // type:function size:0x1B8
fn_80048A64 = .text:0x80048A64; // type:function size:0x50
fn_80048AB4 = .text:0x80048AB4; // type:function size:0xCC
fn_80048B80 = .text:0x80048B80; // type:function size:0x28
fn_80048BA8 = .text:0x80048BA8; // type:function size:0x40
fn_80048BE8 = .text:0x80048BE8; // type:function size:0xC4
fn_80048CAC = .text:0x80048CAC; // type:function size:0x9C
fn_80048D48 = .text:0x80048D48; // type:function size:0x14
fn_80048D5C = .text:0x80048D5C; // type:function size:0x2C
fn_80048D88 = .text:0x80048D88; // type:function size:0x144
fn_80048ECC = .text:0x80048ECC; // type:function size:0x1D4
fn_800490A0 = .text:0x800490A0; // type:function size:0x4C
fn_800490EC = .text:0x800490EC; // type:function size:0xE0
fn_800491CC = .text:0x800491CC; // type:function size:0x58
fn_80049224 = .text:0x80049224; // type:function size:0x74
fn_80049298 = .text:0x80049298; // type:function size:0x44
fn_800492DC = .text:0x800492DC; // type:function size:0x20
fn_800492FC = .text:0x800492FC; // type:function size:0x10
fn_8004930C = .text:0x8004930C; // type:function size:0xC
fn_80049318 = .text:0x80049318; // type:function size:0x38
fn_80049350 = .text:0x80049350; // type:function size:0x28
fn_80049378 = .text:0x80049378; // type:function size:0x44
fn_800493BC = .text:0x800493BC; // type:function size:0x68
fn_80049424 = .text:0x80049424; // type:function size:0x30
fn_80049454 = .text:0x80049454; // type:function size:0x18C
fn_800495E0 = .text:0x800495E0; // type:function size:0x10C
fn_800496EC = .text:0x800496EC; // type:function size:0x34
fn_80049720 = .text:0x80049720; // type:function size:0x80
fn_800497A0 = .text:0x800497A0; // type:function size:0x2C
fn_800497CC = .text:0x800497CC; // type:function size:0xDC
fn_800498A8 = .text:0x800498A8; // type:function size:0x4
fn_800498AC = .text:0x800498AC; // type:function size:0x70
